Region,Education,Jobs,Income,Safety,Health,Environment,Civic engagement,Accessiblity to services,Housing,Community,Life satisfaction
Bavaria,8.277273238910855,10.510634209767534,4.82974412670211,9.752441126014757,7.804316881607451,6.833787140591537,7.998604030612962,6.125880216832761,4.690653276922847,5.1420127458711615,8.617095320556865
Bavaria,8.408849818662942,9.792408493557025,4.6559533255717565,9.484346488960021,7.593356335428333,6.922181189093375,8.579309121040847,6.914748549444396,4.7648165811381125,5.179302855537783,6.894395733650142
Bavaria,8.863824182378282,9.249471823693428,6.152714358145096,9.136770611685185,7.426870447832565,7.965743270702487,7.775603057841471,6.508437581513224,4.6030838752975995,5.680786088649284,8.139992570549412
Bavaria,9.104898173889552,10.255855460276514,5.4355654537881986,9.875775564611892,7.404500919512858,8.436710815984378,7.950897218105334,6.362282813088486,5.425447800482571,5.5507594233199,7.767980090761581
Bavaria,9.449287220407342,9.759674934904055,5.094441643453157,9.955774102462138,8.119545072538251,7.501899598205731,8.400499176114726,6.989807569776015,4.942071583985456,4.529123136501978,7.645070478009174
Bavaria,8.474978593724249,9.812517517346073,5.225799087845295,10.29359763346846,8.112966647911403,7.3158300908903415,8.967836955034127,5.798644413846429,5.1721421798005105,4.5965390500970305,8.46268938227629
Bavaria,8.499671392308779,9.85685961585525,5.547522068448047,9.99436217931789,7.860037934750244,7.589757802817216,7.923598945219806,5.532239204215412,5.5339806754422,4.887579340542271,6.88664541703035
Bavaria,8.59673651963216,10.228336690691846,4.583685775599132,9.36344995830868,7.590296509566114,8.286455750438543,7.811843493731096,6.776395825284488,5.009054516551658,5.274227301702474,8.636397505469878
Bavaria,7.932466720160734,9.436864110427122,5.559212991980465,9.867117121748594,7.807280317452001,8.44855774696728,7.818412296432187,7.7144773730745495,4.477174498665023,5.364521634782523,8.335484845342435
Bavaria,7.098762205262869,9.177196963485738,5.126658566918298,9.808837661812934,7.684733464142729,7.253246156953775,8.842130853543186,6.800259476643334,4.161456094617012,4.71620212849361,8.1774392388973
Bavaria,9.472663500485844,9.854279733293875,5.168543848865482,10.336166016346343,7.114188456440141,6.894707739952078,7.421548259086442,6.654997107598857,4.803140636940605,5.938773492551355,8.251069286004347
Bavaria,9.660487966463851,9.463836538174114,5.2070271790399465,10.10703234435978,7.686658509388151,6.629858959121857,7.967565800547237,7.377071677232651,5.173841774214494,5.101982580503352,7.662332753068612
Bavaria,7.522380001776265,10.119423220903945,5.310101977284705,9.608629727606484,7.667339748423824,7.483740955662802,7.8963946737691355,6.760303565684114,4.562853241057611,5.2605718659739935,7.575429203822978
Bavaria,8.113821433853504,9.990148227132154,5.348582987952066,10.899826938378435,8.333198765540791,8.017854745546037,7.917499257967977,6.517201636178039,4.284888856175378,5.432997653301344,8.990574323099313
Bavaria,8.804756816930073,9.126219162511449,4.4107968285159735,9.752891993050662,7.783765996436598,7.543411561519857,7.725942896807842,5.786522501061221,4.877507609753188,4.90892347553994,7.608616422187494
Bavaria,8.191433463042479,9.430018762858493,4.793572786617432,9.105803094035174,7.590120339539292,8.260007818819162,8.05826536860418,5.966812911866034,5.050009407471824,4.175106838779578,8.17639880271413
Bavaria,8.07136803256805,8.453324176649106,6.1939938327628,9.956641131080143,7.5755327730311395,7.373859710418723,7.684545675586831,6.1872030644054075,4.600698054802841,4.701769270260208,7.45427450986273
Bavaria,8.391013106788613,9.125991093670816,5.738349098809028,9.66700117960226,8.220022793721766,6.8143628424935025,8.745576123219879,6.715685600226235,4.554163812175802,5.547345170741149,7.351875620668384
Bavaria,8.5054702063168,9.252496128845952,5.4994435408189055,10.555217655357533,8.156832717975544,7.780255871600863,9.152158420782621,5.5866479633217505,4.654163833468019,5.779285023296003,7.783606049461872
Bavaria,8.450667885842705,10.262265096702759,4.81165984735065,9.637598132690423,8.0260827995408,8.599340966054964,7.910576019659661,7.022142157237517,4.426427601602293,4.802054736722486,8.584172738392963
Bavaria,10.329022626305814,10.259579073719589,6.376777739286486,10.450103317470008,7.410224691359136,7.290872144360489,7.726639942428603,6.841266788798496,4.445084000399716,5.224267810478342,7.541200981283613
Bavaria,9.008668807966293,9.413364108841852,4.494477081612683,8.894125831265368,6.771433929899571,7.885274519609474,9.323774292544371,5.84447759924874,4.161333879057853,4.835732096755487,7.899399601495686
Bavaria,8.598473306868883,9.955035329353196,5.934126463898751,10.517608053209734,7.422729742159999,7.442360355681091,8.321642002203836,6.717249430404624,4.893654498547113,5.1766470493575385,7.612824672422425
Bavaria,8.391609079269754,9.548706461688035,5.071946933216115,10.570376003837373,7.954000040202594,7.819359560740468,9.003410362136664,7.1383496087495795,4.787682000934001,6.192867699430918,7.80902667961227
Bavaria,8.18010946664989,9.965277293818673,5.404350283305074,9.91259333849094,7.6410769850647275,7.993522802705171,7.9489452380268855,7.252537848754841,4.511889326536328,5.221995774601307,7.4560876316551346
Bavaria,8.445341387580749,9.225637644140065,5.1844117197614,9.461845691813874,7.783137781200649,6.9133452491011465,8.270858967687978,6.938111340797854,4.421683137798329,5.153173749244495,7.730829781883246
Bavaria,8.12771197990622,10.255827222650222,5.102489461569848,9.745819610057572,7.25672350583747,7.342799814643633,8.45772841115732,5.944677909934082,4.8826460699628,4.957212370610508,8.601825349107038
Bavaria,8.887255203444546,9.954408248571456,5.61342735584104,9.321586414955696,6.882750262184385,7.185235789643452,8.220732924494211,6.980235644899009,4.897491047942312,5.404986414005709,7.166857905297134
Bavaria,8.786206458830804,10.510740791605663,5.5395954376987175,10.400495566844942,9.127585727998062,7.5177698670699336,7.813680739847291,6.7414338401122755,4.478454226335481,5.682073580320019,7.87484277893431
Bavaria,8.541452419744957,9.59976564213257,4.9521072459122655,10.490264113058977,8.007095609022835,7.793457114693732,8.688938109985994,6.332604164132602,5.430736480720405,5.8969019838682595,7.591961423704694
Bavaria,8.724246306061147,10.19409979607709,4.881752120066186,9.164650276916728,7.123616257338718,7.770974042721388,8.26056869114753,6.219547329216903,4.6230332582588956,6.051316212202131,7.618133728877258
Bavaria,8.897752079509248,10.018142731806144,4.850070533581912,10.56116070194792,7.918741945324359,7.679644827314605,8.199372694809773,6.690800225110656,4.813008913870533,5.1545049264940985,6.7020356302752795
Bavaria,8.563663629398093,10.451904818076583,5.83450390711509,9.898845160961462,8.28938000277593,7.791553603640966,8.349476945910514,7.576282574625035,5.393700142814975,4.925265285420881,7.13204265977591
Bavaria,8.098556939744762,9.716729794713189,5.248278044358952,9.759441971781415,7.050900297427399,7.686926940368886,7.466712466248279,7.050939994657165,4.2714164566091695,4.054843748456784,7.610060098171226
Bavaria,9.243945661427196,9.815792167225272,5.155890697321038,9.86602506590244,7.12055475866578,7.471658959185021,8.0623182524466,6.727415776419781,3.6639944558316673,4.987265117094021,8.812877897261584
Bavaria,9.338172003650833,10.004829385721784,5.285679349365951,10.087460679756381,7.329511997252395,8.465063377051404,7.419611877774037,7.0679420595018065,4.920209503713994,4.946518423409139,7.34708375873514
Bavaria,9.157340806777611,10.206741474773096,5.463912582671116,9.756882277442068,7.446164182025224,7.274498783871241,8.245349951539417,7.507163531327194,4.786367686585106,5.272155145099883,9.062595996687726
Bavaria,8.660869654832622,10.384648389356817,5.335404115578252,9.44283580636036,6.8559596217437795,8.115698836891818,7.347414655524153,6.790688884659426,4.433659940368326,5.044949288400624,7.083725076596784
Bavaria,8.14993323814998,9.701846787301042,3.364194406287111,10.375280496100606,6.958798788647009,7.456421376016188,8.702371660146381,6.8360201761988275,5.0115216201328705,4.957813353711059,7.97560994233488
Bavaria,9.308412745930765,9.108560920494682,4.543413903657152,10.788868995518898,7.332203726988219,8.062908064457059,8.68878331355917,7.168553308220492,4.227889489993065,5.158936620843445,7.259455339519404
Bavaria,8.21955558904869,10.097709544624262,5.6305227456580935,9.657119834614846,7.520254759124862,7.126502900047481,8.377614800569807,6.000376909987911,3.8622321114100124,5.760843819790483,7.840823460753444
Bavaria,8.721899282698104,9.441650049887903,4.821849261139291,10.3880961850822,7.912578279436961,6.920674395245026,8.412300694877977,6.264548369450154,4.571534046456883,5.376608050634099,7.688533497241399
Bavaria,8.34971167799108,9.029851833267218,6.130198833529521,9.930799987918196,7.410535170159714,8.258187956689126,7.314776809301763,7.023667152325884,4.548642112847165,5.21531435609272,6.734957939930555
Bavaria,8.895532123236755,9.716347443502782,5.553582655903413,10.285312608393214,7.724741129371645,7.130480358076698,8.183813569883885,6.9744971186488725,5.2255477328601625,5.3968614523953455,7.6719836269869806
Bavaria,8.935518825979738,9.317755779383937,5.082505162543813,9.850164756073701,7.234660661741364,7.258853265350371,7.894380294229688,5.873716067420253,4.380374892031595,5.337312158850649,7.351894122999009
Bavaria,9.278543829169536,9.352527929116832,4.454816084315624,9.85866329171416,6.6430639827262015,7.032110407878296,7.903690273663024,6.157497858350879,4.159204945566895,5.062702581984418,7.791069524926957
Bavaria,8.8622904755055,9.898551881058196,5.624836351856204,9.945023784717772,6.657061103178927,7.996713298029423,9.064521094160016,5.899927833276582,4.481051965038999,5.210415930711072,7.947168442444698
Bavaria,9.324257901469782,9.884561007619626,5.240657683764516,9.728827203470765,7.276667236578807,8.827855453065588,8.096898378558533,7.135756734233149,4.486424804162939,4.452285905598886,8.256865038177207
Bavaria,9.843700419945808,10.258900146708283,5.393732089564745,9.072077753918776,7.288748976959108,7.65637943902038,8.067074149608256,5.943248508924469,4.562967881324228,4.864678341964777,7.767830976076031
Bavaria,9.625006585128201,9.330375701024936,5.669933112127919,10.289749013322945,6.329456357188497,6.89672384301602,8.239092737930413,7.144348345737626,4.535273800312059,5.960498654236416,7.773905623710621
Bavaria,9.644235249447908,9.36712794687655,4.030885481764673,9.292608454812195,6.948335080886524,8.088068488404572,8.479497853988741,6.765745318299786,4.458796718952966,5.036805673592037,7.770305307039909
Bavaria,8.819233991497104,9.086135137368885,4.065812358728622,10.133732990846426,7.434400026746278,7.102815352262809,7.455033221606567,6.280745065234992,4.310126473832799,6.143438624344753,7.4895394420752766
Bavaria,8.786216376705399,9.694036611417852,5.506227683767043,9.166805136860619,7.784063090945094,7.431338037048942,8.899691221742378,6.461194611052329,5.257776205674703,5.153844240660853,7.066485335889819
Bavaria,8.23973300174775,9.804534876372362,5.268506463101369,10.359170424867223,7.036939140983472,7.875088350669476,8.017140288074945,6.545589891161983,4.6234717474996785,5.327098438418567,7.669381325503438
Bavaria,8.975725265088974,9.460888592380051,4.42710472421084,8.929952293301769,7.155114450631147,8.28028770080674,7.53193992761554,6.3845557886216096,5.0696658816840525,4.997887590254566,6.876892313136873
Bavaria,8.571100966235711,9.546287111759549,5.5811091921344405,9.542006382779617,8.374030840645483,8.443558159072957,7.967230737605471,6.559299450820613,5.729694359468806,5.119078464279621,8.041330452088397
Bavaria,8.289225257824205,10.290933123542786,5.334168111762599,9.553738689926071,7.274375332426161,7.2907558517948825,7.536283878342266,6.300867472766981,4.533089140936088,4.820561693269662,7.419956582530991
Bavaria,9.03504533262214,10.017461217163936,4.482180613747974,10.360074799047764,7.355102351044165,6.388518991536712,8.050290172640606,6.452737991174296,5.246793613312442,4.727406737911584,7.610283528895871
Bavaria,8.97901587945313,9.425913778891632,5.341371836735234,10.322589369861989,6.737436252916635,6.690261045331984,8.179790430965808,6.857815516684689,3.573319099855378,5.3557014193431725,7.8917261253914415
Bavaria,8.79989176203815,10.01272695876742,5.335941652115288,10.435010207845908,7.359646177038043,7.7447786816165385,7.38745833987122,6.190332093379093,5.094334866368001,5.764007096537995,7.299684756950717
Bavaria,8.84463880511804,9.84918686201427,4.852613195053419,9.867588612220795,8.140035625448565,8.42826438006553,7.753204785162245,6.894577819231622,4.588118488342364,4.5318143562081055,7.453101835871186
Bavaria,9.084473075098607,9.977651442358177,5.591820925076731,11.251613649349752,7.222441998023907,7.185889975327589,7.635771016016359,6.819081187047561,4.469936562094573,5.069688270857195,8.40615060501932
Bavaria,8.395702212432585,9.259440024946274,6.010238055112692,8.740030995322563,7.451341579651684,8.410180773123056,7.640288381419671,6.310976566253763,4.514962118149935,5.254966600076837,8.127949979139457
Bavaria,9.528707325215624,8.650822286918917,5.267850471991583,9.8880253613307,8.102338356034705,8.378167694927072,8.129305223057631,6.661388295967445,5.185784039925429,4.712855767355619,6.9434358336047035
Bavaria,8.751147069476488,10.623897254811508,4.121464724038346,9.285326818003105,7.537127046645086,7.255614650449778,8.33634518365053,7.168926202342208,4.1209369467814465,5.269364057676583,7.88773771989176
Bavaria,9.232000434124936,9.91421334268003,6.265898551508014,9.569208539427173,8.122134078563759,6.983600483268145,8.986261124287347,6.851957259114601,3.994991485786687,4.786255832196776,7.267881936979958
Bavaria,9.281265876136597,9.847074852962189,5.0345287079158885,9.20484685365456,8.162300514215021,7.168221757867986,7.506476498828444,6.336405534729897,4.448311179473598,5.281630152925355,8.936266799139508
Bavaria,8.475817085258674,10.419150724791985,5.108593165798913,8.62375686310811,7.691070389437378,6.817403284642108,8.533372963794069,7.044389184218625,4.679476417016654,4.380260708283596,7.678005702514635
Bavaria,8.574229658562444,9.869397456878273,5.876404234947373,9.322647097539505,7.270227192641345,7.973794380031713,8.149870291733087,6.971605612157437,5.288605935442264,5.074405055821428,7.627494243297897
Bavaria,9.304805631361821,8.95668382838431,5.463065027655919,9.718720527960139,7.354534298772067,6.757970623652853,7.637202893412871,7.275314697315686,4.863485227174555,5.259128986560714,7.8138836183992435
Bavaria,8.840337131701787,9.497744643026573,4.878544901996608,10.769782471839742,7.09255414023688,7.4909927232868645,9.001221029552061,6.696729885976629,4.551383665112115,4.950902453010926,8.027069605863158
Bavaria,9.995567342258143,9.208787237271657,4.270552674695583,10.20174943079617,7.137202578818778,7.7569275801663915,7.809250058839512,7.073622403178052,4.262604221268773,4.790237209739324,6.895470239384306
Bavaria,8.763019907637728,9.192042770324056,5.171098784889657,9.188411078037063,8.01490572645655,8.338144548852462,7.3943295983355295,6.4889980236309865,3.9438989354370535,5.084982053260924,6.699212139252372
Bavaria,9.084603112314644,9.940110618887205,5.424102183284926,10.04223167900686,7.380705591262541,7.285658484001798,7.50630572099804,5.862443832763607,4.059226693086725,4.78037054402186,7.794225784347078
Bavaria,8.60555337566234,10.202889280756573,4.749519754392522,9.016118285701568,8.033482616190977,7.021197286479511,8.030507952362107,6.221893635141321,5.067721487672514,5.247460769338218,8.425906427291444
Bavaria,8.188452983146476,9.527334268827373,4.32082639058271,10.150416915423015,7.617036357918468,7.6736404636216164,7.875447091535549,7.31325177441865,4.357889057872704,5.14920687729937,7.574968243838172
Bavaria,9.171108805324117,9.520463533557214,6.02213926990538,10.25458100665688,7.361365590453944,7.501157896043519,7.669038533904748,5.71397936461685,5.02105907239876,5.400989146336661,8.814763408760916
Bavaria,8.495726388902533,10.001763384660684,5.162782053424262,10.371974589355712,7.6674255387563655,7.982876183578663,6.949104033202278,7.280513169860865,4.95029684896649,5.44074428604246,7.473182641877425
Bavaria,7.553478852851626,10.554788035777861,5.552129033635059,9.990990413487665,7.035254529474579,6.930691099130542,8.395411812272496,6.5975293100006045,4.983507642331686,5.708689919413743,8.784482173946484
Bavaria,9.586600503955218,10.071313387337987,5.232704063258236,10.733342709882974,7.76017137684084,8.045577753085588,7.932140178417246,7.088837970980937,4.476979287296266,4.839985418183256,8.089052034791665
Bavaria,8.374723550623019,9.330766970080163,5.316914411977456,9.640640652263077,8.556527559175397,6.520425756645425,7.728037979884638,6.357048707586323,4.834183031154384,5.681896503885376,7.038831131186332
Bavaria,8.853301995487604,9.513151533050321,4.261798326461824,9.30936015925676,7.78219647897719,8.141264992130932,7.400706553356949,5.848233508498455,4.806683633470025,5.176673679462415,7.521325819194599
Bavaria,8.593858895621091,9.805633255016447,5.450506493518951,9.777895937918924,6.648397167466245,8.241097753147995,8.938937204750369,5.823563090185742,4.5596315291136085,4.5353705267837725,8.238685309956999
Bavaria,8.534944877839665,9.675737105168187,5.039104584933144,9.844825101037758,7.937292879000603,7.208348627044119,8.595373195738553,5.679393482629163,5.350396984079704,4.821164233671312,8.041417914658865
Bavaria,8.624764833323082,9.189889095952426,5.39700121429326,9.73189960337066,7.476301373476674,7.417944867918783,8.845242478616772,6.77782415701482,5.173218997590638,4.929982425625681,8.121053980713057
Bavaria,9.14248060945202,9.30274546209998,5.000509324897209,9.578113597646354,7.383181445322856,7.491346326219783,8.232598068297417,7.064131349594928,5.1343371395280295,4.747642852445444,7.851334558865084
Bavaria,8.473409609434288,9.942766936990658,4.744003889026077,10.062720077523819,7.111442798776053,6.137003096230695,8.126951961031729,7.0546225843579125,4.6993512593676865,5.477684785972849,7.848256573619662
Bavaria,8.600135376818734,9.541784723149311,4.55182495536218,9.688426895007504,6.898696869372407,7.411524203394912,8.152504015946716,6.074429251798216,4.471729778524664,5.151098746707155,7.269637247317832
Bavaria,8.281374572478036,9.849285009709478,4.348088395500663,9.963781580220285,6.254253146370691,7.6473381316040685,7.700657395159053,6.807293145861971,5.037268013502686,5.666134989040715,7.917450145629611
Bavaria,8.551874285505148,10.347577178665066,5.9269429879965445,8.71934744519252,7.3949955282952295,6.928925001313889,8.409102984033968,6.7476088842823225,4.755343702347312,4.931135370431775,6.961426313211624
Bavaria,9.3637890000903,9.819371165112548,5.407202703435339,9.659501132420656,6.8692365354771905,7.507053554261671,8.380650918041857,7.403819486069137,3.5251227122768416,4.66357950458754,8.133599338352028
Bavaria,8.76623512106832,9.074236230880526,4.880753459803454,9.080061090382149,7.753409886183083,7.630209744465162,7.681473602482593,6.956592074394042,4.34284803921375,4.680297907385899,7.558307176026013
Bavaria,8.995125331449564,10.003762679109172,4.980191809201099,10.055367620298568,7.403400198025852,7.34259219767049,7.847708328004822,6.322357222833567,4.4427341496062756,5.511350295202916,7.296866711318001
Bavaria,8.613489378517354,9.596385155762446,6.1617730943665645,9.324171354183484,7.9862234512807655,7.938132126337525,7.721348631249037,6.659928283538344,5.5309044332397015,5.348954521759792,7.916742660974781
Bavaria,7.862942436179595,9.000745397062103,6.129775396807403,9.901315680963341,7.905331978098343,7.495243908986625,7.530593480514954,6.915818078286729,4.987013888807183,5.388175193983758,8.386628130695652
Bavaria,8.855230891808135,9.710948570807401,4.6843425947524935,9.878936120219128,8.05433903434402,7.508444214944713,8.598794608550199,6.471181297380859,3.900325938533795,6.017337698803183,7.061688767953083
Bavaria,8.18100773915787,9.024240334690726,5.265106646925512,10.242612010395034,7.427878351757151,7.360804920561136,8.315288255483166,6.495632725499175,5.027669167358371,5.080058320697558,8.062897149824288
Bavaria,7.904532173143311,10.00988781351483,4.63205610301276,10.569278210933815,6.816857876859254,7.5248891140819865,8.904271768356192,6.404650800785036,4.275649732787016,5.581434388945484,7.07909413537439
Bavaria,8.717537605767198,9.813305781302029,5.8222941316982,10.436816179893418,6.698206333162488,7.160855403963585,7.319137718514729,5.366748246614131,4.435741952466262,4.784387754665044,8.380209647233977
Bavaria,9.256820685176349,9.831637404717714,6.076504650742967,9.935066887341323,7.84885934886862,7.186994263868987,8.443103482482151,6.476841095746642,4.785223529412556,5.31307371418622,7.008085479302166
Bavaria,8.850884760931212,9.794645678078453,4.92896672865957,9.213546367703096,7.061936907374205,6.6997750129224745,8.421001388270799,6.95141169011382,4.945894424584122,5.536312616344407,7.948482872230628
Bavaria,8.036406216636243,9.572375711354082,4.896639438925601,9.303283858788893,7.065591710988707,8.016936764466061,7.7425655287412365,6.621192501409268,3.7230130374598387,5.552994136045332,6.709486282764061
Bavaria,8.900631449073513,9.197367163415377,4.57260397534716,10.487875713984259,7.482634956328869,8.456411256357342,8.59345481787462,7.00942357238802,4.922510952216074,5.384864524035008,8.311890149476989
Bavaria,9.470595864797048,10.102164393691057,5.559695285507513,10.607491144717942,7.123367528092256,6.926086714717779,8.250671586779452,7.287929790913416,5.088938329020374,5.792648534625203,7.432988065937216
Bavaria,8.492038329907961,9.645053044358542,4.780560172171743,10.097354115077039,7.0747376413664265,7.015653926216052,8.353099179642081,6.808796459140849,5.303946943062826,5.508174271355718,7.234827162485583
Bavaria,8.628007540187358,10.196251840048182,5.554827155216197,10.919294954771152,7.7034654416418045,7.586964787756289,7.46876204008459,5.909822781174384,5.486792133863414,5.042116039547379,7.1678212279915305
Bavaria,9.243929482785925,9.932707964394472,5.519552012498574,10.335668474346171,8.247770077847902,7.840129664057174,8.707243203681271,5.446871468329815,5.266275792834804,4.975204183718843,7.51815197875574
Bavaria,8.756989877915057,8.999960581112504,5.744807004705015,9.584124096602604,7.986974974068771,7.207635345310801,7.48708495706931,6.419486394081623,4.436417987041109,4.943181513949141,8.421567116807703
Bavaria,8.295839532804013,10.011457071544683,4.549258034711071,9.390816611394753,8.140680749552676,7.1523206484465955,8.05528213213907,6.602025287138757,4.883491155938537,5.376062489419154,6.989311240434246
Bavaria,9.402478207275749,8.935179965563375,4.657526541165641,9.42331260646284,7.849034367992886,7.233290406093862,7.6127301689200095,6.882796980001909,5.046407694046472,5.1139203894845915,7.802517965489331
Bavaria,8.560122658551863,9.551856482690951,4.518208332433502,9.832435370365685,8.077357970732807,7.808914994827753,8.38399732676465,6.511241432800908,4.6541043529668595,4.956340509233944,8.27460202645444
Bavaria,8.595919684281615,8.881669356497554,5.475031895025832,9.177440473552751,7.4350256808484145,7.881690844967103,7.523728789684226,6.796180462141754,4.891384386093781,4.590271745120441,7.435706274560077
Bavaria,9.388910535300584,9.309018687467981,4.31515137454847,10.367400737310492,7.524012180532146,7.7697465619146335,7.653841935588731,5.949137366400318,4.252430476030525,4.858939137259277,7.186126210577157
Bavaria,8.627832823999917,9.603578547680897,4.857572695325348,10.077127803247956,8.153352584266766,7.896564391420383,7.682208789155751,6.631473805270771,4.741589654622772,5.062146561076765,6.495032275803952
Bavaria,8.844900225082911,10.403679292963817,5.214699445376832,10.353620706876441,7.73652946667652,7.732167048768032,7.56498322880044,6.780882524683214,4.710349889095647,5.110890147162753,7.609728371019484
Bavaria,7.927644474308357,9.680713880280386,5.555778654768453,10.500348006350855,7.241360296074151,7.1383455010685415,7.924547218696966,6.0951413498812865,4.898230624851993,5.1482433336056115,8.0825608857511
Bavaria,9.61062748249059,10.153342993591062,5.669280764060419,10.519204868988565,8.096811438768377,7.058425730319049,8.009664762944475,6.362099808266309,4.773678439700622,5.389554362140289,7.682514248297774
Bavaria,9.100183565210504,8.902224532936854,4.8090161090271994,10.197761901974022,6.749572026472325,7.650886183782257,9.29302007504794,5.845562090582437,4.870878012835216,5.46820353831756,7.856168148486364
Bavaria,9.144756983076954,9.57499341774132,4.722883055425204,10.198370893037907,7.414645704092337,7.797291326306456,8.235093116419467,5.879449150936712,4.282237286480535,5.132650429846104,7.075928211597517
Bavaria,8.779567325561151,9.912773470070709,4.984619409213317,9.659104773031924,6.552467970712702,7.502618927261893,8.124305112392753,6.116922165394808,4.329310464622531,5.828148961434453,8.025754252017983
Bavaria,8.537454086399865,9.910450185521075,4.487205841003703,9.87562384323726,7.072656175042566,7.3118232232662175,7.572367436560247,5.9078196170639075,4.6896932997575975,4.747114880529194,8.043025783930421
Bavaria,8.938726087526724,9.499663754684544,5.628525975237106,10.782646784504136,7.759849040528566,7.74344247370668,8.611488738611433,6.359218214934179,5.308748871608863,4.854464121273286,8.606001246818563
